creative,feature,model,train,tone
HOUSE/NY23 REED HER WORDS,music,nb,1,0
HOUSE/NY23 REED HER WORDS,both,lsvm,1,0
HOUSE/NY23 REED HER WORDS,both,nsvm,1,0
HOUSE/NY23 REED HER WORDS,both,knn,1,0
HOUSE/NY23 REED HER WORDS,both,rf,1,0
HOUSE/NY23 REED HER WORDS,both,nb,1,0
HOUSE/NY23 REED HOW DO YOU KNOW,text,lsvm,0,1
HOUSE/NY23 REED HOW DO YOU KNOW,text,nsvm,0,1
HOUSE/NY23 REED HOW DO YOU KNOW,text,knn,0,1
HOUSE/NY23 REED HOW DO YOU KNOW,text,rf,0,1
HOUSE/NY23 REED HOW DO YOU KNOW,text,nb,0,1
HOUSE/NY23 REED HOW DO YOU KNOW,music,lsvm,0,1
HOUSE/NY23 REED HOW DO YOU KNOW,music,nsvm,0,1
HOUSE/NY23 REED HOW DO YOU KNOW,music,knn,0,1
HOUSE/NY23 REED HOW DO YOU KNOW,music,rf,0,1
HOUSE/NY23 REED HOW DO YOU KNOW,music,nb,0,0
HOUSE/NY23 REED HOW DO YOU KNOW,both,lsvm,0,1
HOUSE/NY23 REED HOW DO YOU KNOW,both,nsvm,0,1
HOUSE/NY23 REED HOW DO YOU KNOW,both,knn,0,1
HOUSE/NY23 REED HOW DO YOU KNOW,both,rf,0,0
HOUSE/NY23 REED HOW DO YOU KNOW,both,nb,0,0
HOUSE/NY23 REED HURTING US,text,lsvm,1,0
HOUSE/NY23 REED HURTING US,text,nsvm,1,0
HOUSE/NY23 REED HURTING US,text,knn,1,0
HOUSE/NY23 REED HURTING US,text,rf,1,0
HOUSE/NY23 REED HURTING US,text,nb,1,0
HOUSE/NY23 REED HURTING US,music,lsvm,1,1
HOUSE/NY23 REED HURTING US,music,nsvm,1,0
HOUSE/NY23 REED HURTING US,music,knn,1,1
HOUSE/NY23 REED HURTING US,music,rf,1,0
HOUSE/NY23 REED HURTING US,music,nb,1,0
HOUSE/NY23 REED HURTING US,both,lsvm,1,0
HOUSE/NY23 REED HURTING US,both,nsvm,1,0
HOUSE/NY23 REED HURTING US,both,knn,1,1
HOUSE/NY23 REED HURTING US,both,rf,1,0
HOUSE/NY23 REED HURTING US,both,nb,1,0
HOUSE/NY23 REED LISTENING,text,lsvm,0,1
HOUSE/NY23 REED LISTENING,text,nsvm,0,1
HOUSE/NY23 REED LISTENING,text,knn,0,1
HOUSE/NY23 REED LISTENING,text,rf,0,1
HOUSE/NY23 REED LISTENING,text,nb,0,1
HOUSE/NY23 REED LISTENING,music,lsvm,0,0
HOUSE/NY23 REED LISTENING,music,nsvm,0,1
HOUSE/NY23 REED LISTENING,music,knn,0,0
HOUSE/NY23 REED LISTENING,music,rf,0,1
HOUSE/NY23 REED LISTENING,music,nb,0,0
HOUSE/NY23 REED LISTENING,both,lsvm,0,1
HOUSE/NY23 REED LISTENING,both,nsvm,0,1
HOUSE/NY23 REED LISTENING,both,knn,0,1
HOUSE/NY23 REED LISTENING,both,rf,0,1
HOUSE/NY23 REED LISTENING,both,nb,0,1
HOUSE/NY23 REED MY BROTHER 60,text,lsvm,0,1
HOUSE/NY23 REED MY BROTHER 60,text,nsvm,0,1
HOUSE/NY23 REED MY BROTHER 60,text,knn,0,1
HOUSE/NY23 REED MY BROTHER 60,text,rf,0,1
HOUSE/NY23 REED MY BROTHER 60,text,nb,0,1
HOUSE/NY23 REED MY BROTHER 60,music,lsvm,0,1
HOUSE/NY23 REED MY BROTHER 60,music,nsvm,0,1
HOUSE/NY23 REED MY BROTHER 60,music,knn,0,1
HOUSE/NY23 REED MY BROTHER 60,music,rf,0,0
HOUSE/NY23 REED MY BROTHER 60,music,nb,0,1
HOUSE/NY23 REED MY BROTHER 60,both,lsvm,0,1
HOUSE/NY23 REED MY BROTHER 60,both,nsvm,0,1
HOUSE/NY23 REED MY BROTHER 60,both,knn,0,1
HOUSE/NY23 REED MY BROTHER 60,both,rf,0,1
HOUSE/NY23 REED MY BROTHER 60,both,nb,0,1
HOUSE/NY23 ROBERTSON SMALL HOUSE,text,lsvm,1,1
HOUSE/NY23 ROBERTSON SMALL HOUSE,text,nsvm,1,1
HOUSE/NY23 ROBERTSON SMALL HOUSE,text,knn,1,1
HOUSE/NY23 ROBERTSON SMALL HOUSE,text,rf,1,1
HOUSE/NY23 ROBERTSON SMALL HOUSE,text,nb,1,1
HOUSE/NY23 ROBERTSON SMALL HOUSE,music,lsvm,1,1
HOUSE/NY23 ROBERTSON SMALL HOUSE,music,nsvm,1,1
HOUSE/NY23 ROBERTSON SMALL HOUSE,music,knn,1,1
HOUSE/NY23 ROBERTSON SMALL HOUSE,music,rf,1,1
HOUSE/NY23 ROBERTSON SMALL HOUSE,music,nb,1,1
HOUSE/NY23 ROBERTSON SMALL HOUSE,both,lsvm,1,1
HOUSE/NY23 ROBERTSON SMALL HOUSE,both,nsvm,1,1
HOUSE/NY23 ROBERTSON SMALL HOUSE,both,knn,1,1
HOUSE/NY23 ROBERTSON SMALL HOUSE,both,rf,1,1
HOUSE/NY23 ROBERTSON SMALL HOUSE,both,nb,1,1
HOUSE/NY23 SHINAGAWA A SERIES OF CHOICES,text,lsvm,1,0
HOUSE/NY23 SHINAGAWA A SERIES OF CHOICES,text,nsvm,1,1
HOUSE/NY23 SHINAGAWA A SERIES OF CHOICES,text,knn,1,0
HOUSE/NY23 SHINAGAWA A SERIES OF CHOICES,text,rf,1,0
HOUSE/NY23 SHINAGAWA A SERIES OF CHOICES,text,nb,1,0
HOUSE/NY23 SHINAGAWA A SERIES OF CHOICES,music,lsvm,1,0
HOUSE/NY23 SHINAGAWA A SERIES OF CHOICES,music,nsvm,1,0
HOUSE/NY23 SHINAGAWA A SERIES OF CHOICES,music,knn,1,0
HOUSE/NY23 SHINAGAWA A SERIES OF CHOICES,music,rf,1,0
HOUSE/NY23 SHINAGAWA A SERIES OF CHOICES,music,nb,1,0
HOUSE/NY23 SHINAGAWA A SERIES OF CHOICES,both,lsvm,1,0
HOUSE/NY23 SHINAGAWA A SERIES OF CHOICES,both,nsvm,1,0
HOUSE/NY23 SHINAGAWA A SERIES OF CHOICES,both,knn,1,0
HOUSE/NY23 SHINAGAWA A SERIES OF CHOICES,both,rf,1,0
HOUSE/NY23 SHINAGAWA A SERIES OF CHOICES,both,nb,1,0
HOUSE/NY23 SHINAGAWA THE FUTURE OF OUR COUNTRY,text,lsvm,1,0
HOUSE/NY23 SHINAGAWA THE FUTURE OF OUR COUNTRY,text,nsvm,1,1
HOUSE/NY23 SHINAGAWA THE FUTURE OF OUR COUNTRY,text,knn,1,1
HOUSE/NY23 SHINAGAWA THE FUTURE OF OUR COUNTRY,text,rf,1,0
HOUSE/NY23 SHINAGAWA THE FUTURE OF OUR COUNTRY,text,nb,1,0
HOUSE/NY23 SHINAGAWA THE FUTURE OF OUR COUNTRY,music,lsvm,1,0
HOUSE/NY23 SHINAGAWA THE FUTURE OF OUR COUNTRY,music,nsvm,1,0
HOUSE/NY23 SHINAGAWA THE FUTURE OF OUR COUNTRY,music,knn,1,0
HOUSE/NY23 SHINAGAWA THE FUTURE OF OUR COUNTRY,music,rf,1,0
HOUSE/NY23 SHINAGAWA THE FUTURE OF OUR COUNTRY,music,nb,1,0
HOUSE/NY23 SHINAGAWA THE FUTURE OF OUR COUNTRY,both,lsvm,1,0
HOUSE/NY23 SHINAGAWA THE FUTURE OF OUR COUNTRY,both,nsvm,1,0
HOUSE/NY23 SHINAGAWA THE FUTURE OF OUR COUNTRY,both,knn,1,1
HOUSE/NY23 SHINAGAWA THE FUTURE OF OUR COUNTRY,both,rf,1,0
HOUSE/NY23 SHINAGAWA THE FUTURE OF OUR COUNTRY,both,nb,1,0
HOUSE/NY23 SHINAGAWA THE FUTURE OF OUR COUNTRY REV,text,lsvm,1,0
HOUSE/NY23 SHINAGAWA THE FUTURE OF OUR COUNTRY REV,text,nsvm,1,1
HOUSE/NY23 SHINAGAWA THE FUTURE OF OUR COUNTRY REV,text,knn,1,0
HOUSE/NY23 SHINAGAWA THE FUTURE OF OUR COUNTRY REV,text,rf,1,0
HOUSE/NY23 SHINAGAWA THE FUTURE OF OUR COUNTRY REV,text,nb,1,0
HOUSE/NY23 SHINAGAWA THE FUTURE OF OUR COUNTRY REV,music,lsvm,1,0
HOUSE/NY23 SHINAGAWA THE FUTURE OF OUR COUNTRY REV,music,nsvm,1,0
HOUSE/NY23 SHINAGAWA THE FUTURE OF OUR COUNTRY REV,music,knn,1,0
HOUSE/NY23 SHINAGAWA THE FUTURE OF OUR COUNTRY REV,music,rf,1,0
HOUSE/NY23 SHINAGAWA THE FUTURE OF OUR COUNTRY REV,music,nb,1,0
HOUSE/NY23 SHINAGAWA THE FUTURE OF OUR COUNTRY REV,both,lsvm,1,0
HOUSE/NY23 SHINAGAWA THE FUTURE OF OUR COUNTRY REV,both,nsvm,1,0
HOUSE/NY23 SHINAGAWA THE FUTURE OF OUR COUNTRY REV,both,knn,1,0
HOUSE/NY23 SHINAGAWA THE FUTURE OF OUR COUNTRY REV,both,rf,1,0
HOUSE/NY23 SHINAGAWA THE FUTURE OF OUR COUNTRY REV,both,nb,1,0
HOUSE/NY24 BUERKLE DC DAN MAFFEI,text,lsvm,1,0
HOUSE/NY24 BUERKLE DC DAN MAFFEI,text,nsvm,1,0
HOUSE/NY24 BUERKLE DC DAN MAFFEI,text,knn,1,1
HOUSE/NY24 BUERKLE DC DAN MAFFEI,text,rf,1,0
HOUSE/NY24 BUERKLE DC DAN MAFFEI,text,nb,1,0
HOUSE/NY24 BUERKLE DC DAN MAFFEI,music,lsvm,1,1
HOUSE/NY24 BUERKLE DC DAN MAFFEI,music,nsvm,1,1
HOUSE/NY24 BUERKLE DC DAN MAFFEI,music,knn,1,1
HOUSE/NY24 BUERKLE DC DAN MAFFEI,music,rf,1,0
HOUSE/NY24 BUERKLE DC DAN MAFFEI,music,nb,1,1
HOUSE/NY24 BUERKLE DC DAN MAFFEI,both,lsvm,1,0
HOUSE/NY24 BUERKLE DC DAN MAFFEI,both,nsvm,1,0
HOUSE/NY24 BUERKLE DC DAN MAFFEI,both,knn,1,0
HOUSE/NY24 BUERKLE DC DAN MAFFEI,both,rf,1,0
HOUSE/NY24 BUERKLE DC DAN MAFFEI,both,nb,1,1
HOUSE/NY24 BUERKLE MAFFEI SHAMELESS,text,lsvm,1,0
HOUSE/NY24 BUERKLE MAFFEI SHAMELESS,text,nsvm,1,0
HOUSE/NY24 BUERKLE MAFFEI SHAMELESS,text,knn,1,1
HOUSE/NY24 BUERKLE MAFFEI SHAMELESS,text,rf,1,0
HOUSE/NY24 BUERKLE MAFFEI SHAMELESS,text,nb,1,0
HOUSE/NY24 BUERKLE MAFFEI SHAMELESS,music,lsvm,1,0
HOUSE/NY24 BUERKLE MAFFEI SHAMELESS,music,nsvm,1,0
HOUSE/NY24 BUERKLE MAFFEI SHAMELESS,music,knn,1,1
HOUSE/NY24 BUERKLE MAFFEI SHAMELESS,music,rf,1,0
HOUSE/NY24 BUERKLE MAFFEI SHAMELESS,music,nb,1,0
HOUSE/NY24 BUERKLE MAFFEI SHAMELESS,both,lsvm,1,0
HOUSE/NY24 BUERKLE MAFFEI SHAMELESS,both,nsvm,1,0
HOUSE/NY24 BUERKLE MAFFEI SHAMELESS,both,knn,1,1
HOUSE/NY24 BUERKLE MAFFEI SHAMELESS,both,rf,1,0
HOUSE/NY24 BUERKLE MAFFEI SHAMELESS,both,nb,1,0
HOUSE/NY24 BUERKLE MAFFEI WON'T SHOW UP,text,lsvm,1,0
HOUSE/NY24 BUERKLE MAFFEI WON'T SHOW UP,text,nsvm,1,0
HOUSE/NY24 BUERKLE MAFFEI WON'T SHOW UP,text,knn,1,1
HOUSE/NY24 BUERKLE MAFFEI WON'T SHOW UP,text,rf,1,0
HOUSE/NY24 BUERKLE MAFFEI WON'T SHOW UP,text,nb,1,0
HOUSE/NY24 BUERKLE MAFFEI WON'T SHOW UP,music,lsvm,1,0
HOUSE/NY24 BUERKLE MAFFEI WON'T SHOW UP,music,nsvm,1,0
HOUSE/NY24 BUERKLE MAFFEI WON'T SHOW UP,music,knn,1,0
HOUSE/NY24 BUERKLE MAFFEI WON'T SHOW UP,music,rf,1,0
HOUSE/NY24 BUERKLE MAFFEI WON'T SHOW UP,music,nb,1,0
HOUSE/NY24 BUERKLE MAFFEI WON'T SHOW UP,both,lsvm,1,0
HOUSE/NY24 BUERKLE MAFFEI WON'T SHOW UP,both,nsvm,1,0
HOUSE/NY24 BUERKLE MAFFEI WON'T SHOW UP,both,knn,1,0
HOUSE/NY24 BUERKLE MAFFEI WON'T SHOW UP,both,rf,1,0
HOUSE/NY24 BUERKLE MAFFEI WON'T SHOW UP,both,nb,1,0
HOUSE/NY24 BUERKLE SICK OF ATTACKS,text,lsvm,1,1
HOUSE/NY24 BUERKLE SICK OF ATTACKS,text,nsvm,1,1
HOUSE/NY24 BUERKLE SICK OF ATTACKS,text,knn,1,1
HOUSE/NY24 BUERKLE SICK OF ATTACKS,text,rf,1,1
HOUSE/NY24 BUERKLE SICK OF ATTACKS,text,nb,1,1
HOUSE/NY24 BUERKLE SICK OF ATTACKS,music,lsvm,1,1
HOUSE/NY24 BUERKLE SICK OF ATTACKS,music,nsvm,1,1
HOUSE/NY24 BUERKLE SICK OF ATTACKS,music,knn,1,1
HOUSE/NY24 BUERKLE SICK OF ATTACKS,music,rf,1,1
HOUSE/NY24 BUERKLE SICK OF ATTACKS,music,nb,1,0
HOUSE/NY24 BUERKLE SICK OF ATTACKS,both,lsvm,1,1
HOUSE/NY24 BUERKLE SICK OF ATTACKS,both,nsvm,1,1
HOUSE/NY24 BUERKLE SICK OF ATTACKS,both,knn,1,1
HOUSE/NY24 BUERKLE SICK OF ATTACKS,both,rf,1,1
HOUSE/NY24 BUERKLE SICK OF ATTACKS,both,nb,1,1
HOUSE/NY24 BUERKLE&NRCC MEET ANN MARIE BUERKLE,text,lsvm,1,1
HOUSE/NY24 BUERKLE&NRCC MEET ANN MARIE BUERKLE,text,nsvm,1,1
HOUSE/NY24 BUERKLE&NRCC MEET ANN MARIE BUERKLE,text,knn,1,1
HOUSE/NY24 BUERKLE&NRCC MEET ANN MARIE BUERKLE,text,rf,1,1
HOUSE/NY24 BUERKLE&NRCC MEET ANN MARIE BUERKLE,text,nb,1,1
HOUSE/NY24 BUERKLE&NRCC MEET ANN MARIE BUERKLE,music,lsvm,1,1
HOUSE/NY24 BUERKLE&NRCC MEET ANN MARIE BUERKLE,music,nsvm,1,1
HOUSE/NY24 BUERKLE&NRCC MEET ANN MARIE BUERKLE,music,knn,1,1
HOUSE/NY24 BUERKLE&NRCC MEET ANN MARIE BUERKLE,music,rf,1,1
HOUSE/NY24 BUERKLE&NRCC MEET ANN MARIE BUERKLE,music,nb,1,0
HOUSE/NY24 BUERKLE&NRCC MEET ANN MARIE BUERKLE,both,lsvm,1,1
HOUSE/NY24 BUERKLE&NRCC MEET ANN MARIE BUERKLE,both,nsvm,1,1
HOUSE/NY24 BUERKLE&NRCC MEET ANN MARIE BUERKLE,both,knn,1,1
HOUSE/NY24 BUERKLE&NRCC MEET ANN MARIE BUERKLE,both,rf,1,1
HOUSE/NY24 BUERKLE&NRCC MEET ANN MARIE BUERKLE,both,nb,1,1
HOUSE/NY24 BUERKLE&NRCC VOTED TO PRESERVE MEDICARE,text,lsvm,1,0
HOUSE/NY24 BUERKLE&NRCC VOTED TO PRESERVE MEDICARE,text,nsvm,1,0
HOUSE/NY24 BUERKLE&NRCC VOTED TO PRESERVE MEDICARE,text,knn,1,0
HOUSE/NY24 BUERKLE&NRCC VOTED TO PRESERVE MEDICARE,text,rf,1,0
HOUSE/NY24 BUERKLE&NRCC VOTED TO PRESERVE MEDICARE,text,nb,1,0
HOUSE/NY24 BUERKLE&NRCC VOTED TO PRESERVE MEDICARE,music,lsvm,1,0
HOUSE/NY24 BUERKLE&NRCC VOTED TO PRESERVE MEDICARE,music,nsvm,1,0
HOUSE/NY24 BUERKLE&NRCC VOTED TO PRESERVE MEDICARE,music,knn,1,1
HOUSE/NY24 BUERKLE&NRCC VOTED TO PRESERVE MEDICARE,music,rf,1,0
HOUSE/NY24 BUERKLE&NRCC VOTED TO PRESERVE MEDICARE,music,nb,1,0
HOUSE/NY24 BUERKLE&NRCC VOTED TO PRESERVE MEDICARE,both,lsvm,1,0
HOUSE/NY24 BUERKLE&NRCC VOTED TO PRESERVE MEDICARE,both,nsvm,1,0
HOUSE/NY24 BUERKLE&NRCC VOTED TO PRESERVE MEDICARE,both,knn,1,1
HOUSE/NY24 BUERKLE&NRCC VOTED TO PRESERVE MEDICARE,both,rf,1,0
HOUSE/NY24 BUERKLE&NRCC VOTED TO PRESERVE MEDICARE,both,nb,1,0
HOUSE/NY24 DCCC&MAFFEI KRISTINA SHERMAN,text,lsvm,1,0
HOUSE/NY24 DCCC&MAFFEI KRISTINA SHERMAN,text,nsvm,1,0
HOUSE/NY24 DCCC&MAFFEI KRISTINA SHERMAN,text,knn,1,0
HOUSE/NY24 DCCC&MAFFEI KRISTINA SHERMAN,text,rf,1,0
HOUSE/NY24 DCCC&MAFFEI KRISTINA SHERMAN,text,nb,1,0
HOUSE/NY24 DCCC&MAFFEI KRISTINA SHERMAN,music,lsvm,1,1
HOUSE/NY24 DCCC&MAFFEI KRISTINA SHERMAN,music,nsvm,1,1
HOUSE/NY24 DCCC&MAFFEI KRISTINA SHERMAN,music,knn,1,1
HOUSE/NY24 DCCC&MAFFEI KRISTINA SHERMAN,music,rf,1,0
HOUSE/NY24 DCCC&MAFFEI KRISTINA SHERMAN,music,nb,1,0
HOUSE/NY24 DCCC&MAFFEI KRISTINA SHERMAN,both,lsvm,1,0
HOUSE/NY24 DCCC&MAFFEI KRISTINA SHERMAN,both,nsvm,1,0
HOUSE/NY24 DCCC&MAFFEI KRISTINA SHERMAN,both,knn,1,1
HOUSE/NY24 DCCC&MAFFEI KRISTINA SHERMAN,both,rf,1,0
HOUSE/NY24 DCCC&MAFFEI KRISTINA SHERMAN,both,nb,1,0
HOUSE/NY24 MAFFEI BILL CLINTON ENDORSEMENT,text,lsvm,1,1
HOUSE/NY24 MAFFEI BILL CLINTON ENDORSEMENT,text,nsvm,1,1
HOUSE/NY24 MAFFEI BILL CLINTON ENDORSEMENT,text,knn,1,1
HOUSE/NY24 MAFFEI BILL CLINTON ENDORSEMENT,text,rf,1,1
HOUSE/NY24 MAFFEI BILL CLINTON ENDORSEMENT,text,nb,1,1
HOUSE/NY24 MAFFEI BILL CLINTON ENDORSEMENT,music,lsvm,1,1
HOUSE/NY24 MAFFEI BILL CLINTON ENDORSEMENT,music,nsvm,1,1
HOUSE/NY24 MAFFEI BILL CLINTON ENDORSEMENT,music,knn,1,1
HOUSE/NY24 MAFFEI BILL CLINTON ENDORSEMENT,music,rf,1,1
HOUSE/NY24 MAFFEI BILL CLINTON ENDORSEMENT,music,nb,1,1
HOUSE/NY24 MAFFEI BILL CLINTON ENDORSEMENT,both,lsvm,1,1
HOUSE/NY24 MAFFEI BILL CLINTON ENDORSEMENT,both,nsvm,1,1
HOUSE/NY24 MAFFEI BILL CLINTON ENDORSEMENT,both,knn,1,1
HOUSE/NY24 MAFFEI BILL CLINTON ENDORSEMENT,both,rf,1,1
HOUSE/NY24 MAFFEI BILL CLINTON ENDORSEMENT,both,nb,1,1
HOUSE/NY24 MAFFEI BUERKLE DISTURBING TEA PARTY RECORD,text,lsvm,1,0
HOUSE/NY24 MAFFEI BUERKLE DISTURBING TEA PARTY RECORD,text,nsvm,1,0
HOUSE/NY24 MAFFEI BUERKLE DISTURBING TEA PARTY RECORD,text,knn,1,0
HOUSE/NY24 MAFFEI BUERKLE DISTURBING TEA PARTY RECORD,text,rf,1,0
HOUSE/NY24 MAFFEI BUERKLE DISTURBING TEA PARTY RECORD,text,nb,1,0
HOUSE/NY24 MAFFEI BUERKLE DISTURBING TEA PARTY RECORD,music,lsvm,1,0
HOUSE/NY24 MAFFEI BUERKLE DISTURBING TEA PARTY RECORD,music,nsvm,1,0
HOUSE/NY24 MAFFEI BUERKLE DISTURBING TEA PARTY RECORD,music,knn,1,0
HOUSE/NY24 MAFFEI BUERKLE DISTURBING TEA PARTY RECORD,music,rf,1,0
HOUSE/NY24 MAFFEI BUERKLE DISTURBING TEA PARTY RECORD,music,nb,1,0
HOUSE/NY24 MAFFEI BUERKLE DISTURBING TEA PARTY RECORD,both,lsvm,1,0
HOUSE/NY24 MAFFEI BUERKLE DISTURBING TEA PARTY RECORD,both,nsvm,1,0
HOUSE/NY24 MAFFEI BUERKLE DISTURBING TEA PARTY RECORD,both,knn,1,0
HOUSE/NY24 MAFFEI BUERKLE DISTURBING TEA PARTY RECORD,both,rf,1,0
HOUSE/NY24 MAFFEI BUERKLE DISTURBING TEA PARTY RECORD,both,nb,1,0
HOUSE/NY24 MAFFEI BUERKLE TURNS YOU INSIDE OUT,text,lsvm,1,0
HOUSE/NY24 MAFFEI BUERKLE TURNS YOU INSIDE OUT,text,nsvm,1,0
HOUSE/NY24 MAFFEI BUERKLE TURNS YOU INSIDE OUT,text,knn,1,0
HOUSE/NY24 MAFFEI BUERKLE TURNS YOU INSIDE OUT,text,rf,1,0
HOUSE/NY24 MAFFEI BUERKLE TURNS YOU INSIDE OUT,text,nb,1,0
HOUSE/NY24 MAFFEI BUERKLE TURNS YOU INSIDE OUT,music,lsvm,1,0
HOUSE/NY24 MAFFEI BUERKLE TURNS YOU INSIDE OUT,music,nsvm,1,0
HOUSE/NY24 MAFFEI BUERKLE TURNS YOU INSIDE OUT,music,knn,1,0
HOUSE/NY24 MAFFEI BUERKLE TURNS YOU INSIDE OUT,music,rf,1,0
HOUSE/NY24 MAFFEI BUERKLE TURNS YOU INSIDE OUT,music,nb,1,0
HOUSE/NY24 MAFFEI BUERKLE TURNS YOU INSIDE OUT,both,lsvm,1,0
HOUSE/NY24 MAFFEI BUERKLE TURNS YOU INSIDE OUT,both,nsvm,1,0
HOUSE/NY24 MAFFEI BUERKLE TURNS YOU INSIDE OUT,both,knn,1,0
HOUSE/NY24 MAFFEI BUERKLE TURNS YOU INSIDE OUT,both,rf,1,0
HOUSE/NY24 MAFFEI BUERKLE TURNS YOU INSIDE OUT,both,nb,1,0
HOUSE/NY24 MAFFEI DRAW A LINE,text,lsvm,1,0
HOUSE/NY24 MAFFEI DRAW A LINE,text,nsvm,1,0
HOUSE/NY24 MAFFEI DRAW A LINE,text,knn,1,0
HOUSE/NY24 MAFFEI DRAW A LINE,text,rf,1,0
HOUSE/NY24 MAFFEI DRAW A LINE,text,nb,1,0
HOUSE/NY24 MAFFEI DRAW A LINE,music,lsvm,1,0
HOUSE/NY24 MAFFEI DRAW A LINE,music,nsvm,1,0
HOUSE/NY24 MAFFEI DRAW A LINE,music,knn,1,0
HOUSE/NY24 MAFFEI DRAW A LINE,music,rf,1,0
HOUSE/NY24 MAFFEI DRAW A LINE,music,nb,1,0
HOUSE/NY24 MAFFEI DRAW A LINE,both,lsvm,1,0
HOUSE/NY24 MAFFEI DRAW A LINE,both,nsvm,1,0
HOUSE/NY24 MAFFEI DRAW A LINE,both,knn,1,0
HOUSE/NY24 MAFFEI DRAW A LINE,both,rf,1,0
HOUSE/NY24 MAFFEI DRAW A LINE,both,nb,1,0
HOUSE/NY24 MAFFEI FOLKS IN WASHINGTON,text,lsvm,1,0
HOUSE/NY24 MAFFEI FOLKS IN WASHINGTON,text,nsvm,1,0
HOUSE/NY24 MAFFEI FOLKS IN WASHINGTON,text,knn,1,0
HOUSE/NY24 MAFFEI FOLKS IN WASHINGTON,text,rf,1,0
HOUSE/NY24 MAFFEI FOLKS IN WASHINGTON,text,nb,1,0
HOUSE/NY24 MAFFEI FOLKS IN WASHINGTON,music,lsvm,1,0
HOUSE/NY24 MAFFEI FOLKS IN WASHINGTON,music,nsvm,1,0
HOUSE/NY24 MAFFEI FOLKS IN WASHINGTON,music,knn,1,0
HOUSE/NY24 MAFFEI FOLKS IN WASHINGTON,music,rf,1,0
HOUSE/NY24 MAFFEI FOLKS IN WASHINGTON,music,nb,1,0
HOUSE/NY24 MAFFEI FOLKS IN WASHINGTON,both,lsvm,1,0
HOUSE/NY24 MAFFEI FOLKS IN WASHINGTON,both,nsvm,1,0
HOUSE/NY24 MAFFEI FOLKS IN WASHINGTON,both,knn,1,0
HOUSE/NY24 MAFFEI FOLKS IN WASHINGTON,both,rf,1,0
HOUSE/NY24 MAFFEI FOLKS IN WASHINGTON,both,nb,1,0
HOUSE/NY24 MAFFEI HAD OUR BACK,text,lsvm,1,0
HOUSE/NY24 MAFFEI HAD OUR BACK,text,nsvm,1,0
HOUSE/NY24 MAFFEI HAD OUR BACK,text,knn,1,1
HOUSE/NY24 MAFFEI HAD OUR BACK,text,rf,1,0
HOUSE/NY24 MAFFEI HAD OUR BACK,text,nb,1,0
HOUSE/NY24 MAFFEI HAD OUR BACK,music,lsvm,1,0
HOUSE/NY24 MAFFEI HAD OUR BACK,music,nsvm,1,0
HOUSE/NY24 MAFFEI HAD OUR BACK,music,knn,1,0
HOUSE/NY24 MAFFEI HAD OUR BACK,music,rf,1,0
HOUSE/NY24 MAFFEI HAD OUR BACK,music,nb,1,0
HOUSE/NY24 MAFFEI HAD OUR BACK,both,lsvm,1,0
HOUSE/NY24 MAFFEI HAD OUR BACK,both,nsvm,1,0
HOUSE/NY24 MAFFEI HAD OUR BACK,both,knn,1,0
HOUSE/NY24 MAFFEI HAD OUR BACK,both,rf,1,0
HOUSE/NY24 MAFFEI HAD OUR BACK,both,nb,1,0
HOUSE/NY24 MAFFEI IT TAKES A LOT,text,lsvm,0,1
HOUSE/NY24 MAFFEI IT TAKES A LOT,text,nsvm,0,1
HOUSE/NY24 MAFFEI IT TAKES A LOT,text,knn,0,1
HOUSE/NY24 MAFFEI IT TAKES A LOT,text,rf,0,1
HOUSE/NY24 MAFFEI IT TAKES A LOT,text,nb,0,1
HOUSE/NY24 MAFFEI IT TAKES A LOT,music,lsvm,0,0
HOUSE/NY24 MAFFEI IT TAKES A LOT,music,nsvm,0,0
HOUSE/NY24 MAFFEI IT TAKES A LOT,music,knn,0,0
HOUSE/NY24 MAFFEI IT TAKES A LOT,music,rf,0,0
HOUSE/NY24 MAFFEI IT TAKES A LOT,music,nb,0,0
HOUSE/NY24 MAFFEI IT TAKES A LOT,both,lsvm,0,0
HOUSE/NY24 MAFFEI IT TAKES A LOT,both,nsvm,0,0
HOUSE/NY24 MAFFEI IT TAKES A LOT,both,knn,0,1
HOUSE/NY24 MAFFEI IT TAKES A LOT,both,rf,0,0
HOUSE/NY24 MAFFEI IT TAKES A LOT,both,nb,0,0
HOUSE/NY24 MAFFEI KATKO LEFT A PISTOL,text,lsvm,1,0
HOUSE/NY24 MAFFEI KATKO LEFT A PISTOL,text,nsvm,1,0
HOUSE/NY24 MAFFEI KATKO LEFT A PISTOL,text,knn,1,1
HOUSE/NY24 MAFFEI KATKO LEFT A PISTOL,text,rf,1,0
HOUSE/NY24 MAFFEI KATKO LEFT A PISTOL,text,nb,1,0
HOUSE/NY24 MAFFEI KATKO LEFT A PISTOL,music,lsvm,1,0
HOUSE/NY24 MAFFEI KATKO LEFT A PISTOL,music,nsvm,1,0
HOUSE/NY24 MAFFEI KATKO LEFT A PISTOL,music,knn,1,0
HOUSE/NY24 MAFFEI KATKO LEFT A PISTOL,music,rf,1,0
HOUSE/NY24 MAFFEI KATKO LEFT A PISTOL,music,nb,1,0
HOUSE/NY24 MAFFEI KATKO LEFT A PISTOL,both,lsvm,1,0
HOUSE/NY24 MAFFEI KATKO LEFT A PISTOL,both,nsvm,1,0
HOUSE/NY24 MAFFEI KATKO LEFT A PISTOL,both,knn,1,0
