creative,train,uid,music1,music2,music3,music4
USSEN/KS ROBERTS WHAT A JOKE,1,VdcQqobPqh8,1,0,1,0
USSEN/KS ROBERTS WORSE,1,1LmrKQo2NIM,1,0,0,1
USSEN/KY GRIMES 30 YEARS,1,G4nH43cmbyY,1,0,0,1
USSEN/KY GRIMES FIRED,1,Y1Rgs3yso8M,1,0,0,1
USSEN/KY GRIMES LOST IN BATTLE,1,6GJ5Cac7cYM,0,1,0,0
USSEN/KY GRIMES NOT OBAMA,0,z7Pa16JPUlY,1,1,0,1
USSEN/KY GRIMES QUESTION FROM DON,0,HnG72T6t3-s,0,0,1,1
USSEN/KY GRIMES QUESTION FROM ILENE,1,Gab4eZgdzpU,1,0,0,1
USSEN/KY GRIMES RALLY,1,sMDmiflLv80,0,1,0,0
USSEN/KY GRIMES WENDELL,1,1rojBg1MfHc,0,1,1,0
USSEN/KY GRIMES WHERE WAS HE,1,ZZYHtzCCtG8,1,0,0,1
USSEN/KY GRIMES&DSCC PROUD MAN 60,1,iP_M0_AwY7E,0,0,1,1
USSEN/KY MCCONNELL AFTER ALL THAT,1,z_oWmuLRTes,1,0,0,1
USSEN/KY MCCONNELL ANSWER ANYTHING,1,qBG5PfNcp9M,1,0,0,1
USSEN/KY MCCONNELL AS IF,1,JJmkOjBRhe4,0,1,1,1
USSEN/KY MCCONNELL CHRIS SEXTON,1,7tmog-MJHOc,0,1,0,0
USSEN/KY MCCONNELL CONVINCE,0,RoJ-nOAWT3A,0,1,0,0
USSEN/KY MCCONNELL DEBBIE SMITH,0,SJ04b2qrihA,0,1,1,1
USSEN/KY MCCONNELL DIFFERENT DIRECTION 60,1,0B86hsZhKmM,1,0,0,1
USSEN/KY MCCONNELL DR SANDY,1,R59XywkUyTg,1,1,1,1
USSEN/KY MCCONNELL EMPTY PARKING SPACE,0,Jl6vHM_CBE8,1,0,0,1
USSEN/KY MCCONNELL FARMERS,1,DQIpXidhQqc,0,1,0,0
USSEN/KY MCCONNELL FREEDOM,1,dtZCqHyIjl0,0,1,1,0
USSEN/KY MCCONNELL FREEDOM 60,1,n_J-K6lQw70,0,1,1,1
USSEN/KY MCCONNELL HYPOCRISY,1,XxSsolni6zQ,1,0,0,0
USSEN/KY MCCONNELL KATHY WALKER,1,drTVvto7od4,0,1,1,0
USSEN/KY MCCONNELL LAUGHABLE,1,-IbqSSO0Ldc,0,1,1,1
USSEN/KY MCCONNELL LEADS,0,oKekeACF3d8,0,1,0,0
USSEN/KY MCCONNELL LIFELONG,1,RrR8Xe1N1yg,0,1,1,0
USSEN/KY MCCONNELL NO EXPERIENCE,1,jtXcPamySC8,1,1,1,1
USSEN/KY MCCONNELL OUR VOICE FOR COAL,1,AUUuKwOilZ8,1,0,0,0
USSEN/KY MCCONNELL PAUSES,1,SGPbQ6MvkUY,1,0,0,1
USSEN/KY MCCONNELL SAVED,1,aVrXWftBImA,0,1,0,0
USSEN/KY MCCONNELL SERIOUS TIMES,1,LomQCIZzA9s,0,1,0,1
USSEN/KY MCCONNELL THIS FALL,0,3TDRgcJ0tQA,1,0,1,1
USSEN/KY MCCONNELL TOUR BUS,1,0O9SF8BhsRQ,1,0,0,1
USSEN/KY MCCONNELL WILLIAMS,1,fG5Ws69wF0g,0,1,1,0
USSEN/LA CASSIDY A FEW WORDS,1,1PkJ2d6IQI4,1,0,0,1
USSEN/LA CASSIDY DUMB,0,VHqD6mekv-M,0,1,0,0
USSEN/LA CASSIDY EXEMPT,1,qYXF_9DRnhc,1,1,0,0
USSEN/LA CASSIDY I READ IT,1,-K9vJzPfw5A,0,1,1,0
USSEN/LA CASSIDY SHE HAS CHANGED,1,l4FWHruqic4,1,1,1,1
USSEN/LA CASSIDY TWO OBAMAS,0,RPdd0jVkaog,0,1,0,0
USSEN/LA CASSIDY YES WE CAN,1,6VRQwkE0II0,1,1,0,1
USSEN/LA CASSIDY YOUR TURN,1,0AJFxuO-Nu4,0,1,0,1
USSEN/LA CASSIDY&NRSC A MESS,0,irYt6H9AE3w,0,1,0,0
USSEN/LA CASSIDY&NRSC ANOTHER OBAMACARE LIE,0,fB3yB8nGFMs,0,1,0,1
USSEN/LA LANDRIEU ELECTRICIAN,1,_3-_JUGoGvo,0,0,0,1
USSEN/LA LANDRIEU EXTRA MILE,0,w3D0wyB9NcI,1,0,0,0
USSEN/LA LANDRIEU FATHER DAUGHTER 1,1,o57WvwHJMS0,0,1,0,0
USSEN/LA LANDRIEU FATHER DAUGHTER 2,1,DHjlbgjcJRg,0,1,0,0
USSEN/LA LANDRIEU FATHER DAUGHTER 3,1,XxNDGEvkMXo,0,1,0,0
USSEN/LA LANDRIEU LISTEN TO LOUISIANA,1,ExqR6B_GMGA,0,1,1,0
USSEN/LA LANDRIEU PK SCHEERLE,1,CAtfuqW1L-8,0,0,1,1
USSEN/LA LANDRIEU SHIP BUILDER,0,Id-G4R50T4A,0,1,0,0
USSEN/LA LANDRIEU WE'RE ALL WITH MARY,1,-ZzqgAmnAs8,0,1,0,0
USSEN/LA LANDRIEU WILL NOT REST,1,EQU87DQsYZ0,0,0,1,1
USSEN/MA BROWN ASBESTOS CLAIMS,1,p53HYpTu7Jk,1,0,0,1
USSEN/MA BROWN ASBESTOS VICTIMS,0,uizzOZFy7Dk,0,0,1,1
USSEN/MA BROWN BIPARTISAN SENATOR,1,qiq2130HAXI,0,1,0,0
USSEN/MA BROWN CAUGHT IN A LIE,1,QNY4HL81oIU,1,0,0,1
USSEN/MA BROWN DIDN'T HAVE IT EASY,1,xf2iAj8ljRE,0,1,0,0
USSEN/MA BROWN FISHING INDUSTRY,1,AWFcqZjE2Zs,0,1,0,1
USSEN/MA BROWN GAIL HUFF 3,1,AWuVw_n4NSs,0,1,0,0
USSEN/MA BROWN HERITAGE CLAIMS,1,d0xWBRNrDfw,1,0,0,1
USSEN/MA BROWN HIRED GUN,1,n-WlHW4Tj0c,1,0,0,1
USSEN/MA BROWN INSIDER TRADING,1,aExxgbIuGlU,0,1,1,0
USSEN/MA BROWN KEEP TAXES LOW,0,jhxNO_VWVFM,1,1,1,1
USSEN/MA BROWN KONNIE LUKES,0,99L5Ipiw7FA,0,1,0,0
USSEN/MA BROWN LAURIE MYERS,1,vycWApIe_zw,0,1,0,0
USSEN/MA BROWN NEGATIVE ATTACKS,1,_sl4Gz56YFQ,0,1,0,0
USSEN/MA BROWN PAUL WALSH,1,7wUQJTqGR3Y,0,1,0,0
USSEN/MA BROWN RAY FLYNN ENDORSEMENT,1,ysTh7eQlCTw,0,1,0,0
USSEN/MA BROWN SPRINGFIELD TORNADOES,0,Q_GX1NtbD_k,0,1,0,0
USSEN/MA BROWN SUPPORTS WOMEN,1,5kUdnLx5n5Y,0,1,0,0
USSEN/MA BROWN THE CHOICE,1,w9CETXKuPoU,0,1,1,1
USSEN/MA BROWN THOMAS HUDNER,0,Si38w4LZscs,0,1,0,1
USSEN/MA BROWN TOUGH ON THE MIDDLE CLASS,1,07Pid6Am69I,0,1,0,1
USSEN/MA BROWN VOTE THE PERSON,1,waEOB6v76A8,0,1,0,1
USSEN/MA BROWN VOTE THE PERSON 60,1,otMMS-lrg2A,0,1,0,0
USSEN/MA MARKEY HARD TO BELIEVE,1,HpXae-GKzf4,0,1,0,1
USSEN/MA MARKEY TOGETHER,1,i9zJf56gTCw,0,1,0,0
USSEN/MA WARREN CLEAR CHOICE,1,hcAql-GCCwI,1,0,0,1
USSEN/MA WARREN CORPORATE INTERESTS,0,U4PLPC75bco,0,1,0,0
USSEN/MA WARREN JUST ONE VOTE,1,L5kwaViRFWU,1,0,0,1
USSEN/MA WARREN MENINO ENDORSEMENT,1,ljXva87fDqc,0,1,0,0
USSEN/MA WARREN MESOTHELIOMA VICTIMS,1,eUDWjSNyTLI,0,0,1,0
USSEN/MA WARREN MESOTHELIOMA VICTIMS 2,1,mn9G7ZS_2Uo,0,0,1,0
USSEN/MA WARREN MY FIGHT IS FOR YOU,1,EOgpW0CxKJo,0,1,1,0
USSEN/MA WARREN NOT A BAD GUY 60,1,l7EIBzZ6sxo,0,0,1,1
USSEN/MA WARREN REAL FIGHTER,0,W8Lp66KISa4,0,1,1,0
USSEN/MA WARREN SAME OLD BATTLES,1,gDPcAbqCdR8,0,0,0,0
USSEN/MA WARREN STANDS UP FOR PEOPLE,1,OWoy9wceXl4,0,1,0,0
USSEN/MA WARREN THE PEOPLE'S SIDE,1,OIm351vhQmU,0,1,0,0
USSEN/MA WARREN WOMEN'S ISSUES,0,GNpDs2o_J8c,1,1,0,0
USSEN/MD CARDIN HEAVY LIFTING,1,TE8sPAyegFo,0,1,0,0
USSEN/MD CARDIN LUCKY,1,Uw0Tef_HgsM,0,1,1,1
USSEN/ME BELLOWS CONVERSATION,1,AF8N1iEq7Rk,0,1,1,1
USSEN/ME BELLOWS FRANK,0,EbyPhDkVQfs,0,1,0,0
USSEN/ME BELLOWS I WOULD,1,G3uTHvjvJys,0,1,1,0
USSEN/ME BELLOWS LILLIAN,1,vXofTZzDQZE,0,1,1,1
USSEN/ME BELLOWS MAINE ROOTS,0,2OWWMMYVT3A,0,1,0,0
USSEN/ME BELLOWS MAKING IT,1,U_M2W80wfac,0,1,0,0
USSEN/ME BELLOWS STAND WITH YOU,1,-et__psVgNk,0,1,0,0
USSEN/ME BELLOWS STEPHEN KING,1,kej8f6wa9Xk,0,1,0,0
USSEN/ME BELLOWS WALK,1,uQhFggwJtDg,0,1,0,0
USSEN/ME COLLINS ADVOCATE,1,4dt1mH7o640,0,1,1,0
USSEN/ME COLLINS ALWAYS THERE,0,P6wQUV0U5vo,0,1,0,0
USSEN/ME COLLINS BATH IRON WORKS 60,0,HdfVBkuNEwc,0,1,0,0
USSEN/ME COLLINS EDUCATION AND TRAINING,1,UUiuSDJMbSs,0,1,1,0
USSEN/ME COLLINS FEED 60,1,vVn-4AvjAao,0,1,1,0
USSEN/ME COLLINS LEAD THE WAY,1,3mnRFVY2wmU,0,1,1,0
USSEN/ME COLLINS OUR SENATOR,1,xRm2fkgtMo4,0,1,1,0
USSEN/ME COLLINS OUR SENATOR BANGOR,1,H_jorY4_Bus,0,1,1,0
USSEN/ME COLLINS OUR SENATOR PORTLAND,1,yys4NKRb-o0,0,1,1,0
USSEN/ME COLLINS REMEMBER,1,Da9DWdFDqBM,0,1,0,0
USSEN/ME COLLINS SAVED,1,n2mGe2dx9zk,0,1,1,1
USSEN/ME COLLINS THE JOURNEY,1,VTEvyoz2_-Y,0,1,0,0
USSEN/ME KING GODZILLA,1,pTyD7k8ZS7o,1,0,0,1
USSEN/ME KING KNOW THE TRUTH,0,UMYIXQglB3I,0,1,0,0
USSEN/ME KING THINKS INDEPENDENTLY,0,-mSr7xr30-k,0,1,0,0
USSEN/ME KING UNIQUE LIFE,1,c-JCOuhNpBc,0,1,0,0
USSEN/ME NRSC&SUMMERS LIVED IT,0,wLnHnYUdtdk,0,1,1,0
USSEN/ME NRSC&SUMMERS WORST THING WE COULD DO,1,e4qqNaZKP3E,1,1,1,0
USSEN/ME SUMMERS BUDGET SHORTFALL,1,lahBNPT4IPM,1,0,0,1
USSEN/ME SUMMERS MEET CHARLIE,1,CJm-Q4EfMbI,0,1,0,0
USSEN/ME SUMMERS SOCIAL SECURITY AND MEDICARE,1,6UkPs1n66qM,0,1,0,0
USSEN/MI LAND BAD LOANS,1,F3WOFHcre20,1,0,0,1
USSEN/MI LAND BORDER CRISIS,1,SXPi-RbYj5g,1,0,0,1
USSEN/MI LAND CRISIS AT THE BORDER,0,5lp5KRd36bU,1,1,0,0
USSEN/MI LAND I PLEDGE,1,rkqKqcQE3nc,0,1,0,1
USSEN/MI LAND MICHIGAN FIRST,1,-FfQpL-S0hI,0,1,0,0
USSEN/MI LAND MICHIGAN FIRST PLAN,1,WSKcJrcZ6HQ,0,1,0,0
USSEN/MI LAND MOMS GET THINGS DONE,1,vm2rAUaubxw,0,1,0,0
USSEN/MI LAND PROFITING FROM POLLUTION,1,q4bMJa8b0gk,1,0,0,1
USSEN/MI LAND REALLY,1,dc_AAje-4l0,0,0,1,1
USSEN/MI LAND ROADBLOCK,1,E4qfpe81114,1,1,0,0
USSEN/MI LAND SUCCESS STORY,1,E2hpSswMoqc,0,1,0,0
USSEN/MI LAND WAR ON MICHIGAN,0,sgREGcJ-OTc,0,1,1,1
USSEN/MI LAND&NRSC SIPHONED OFF,0,dXvWkdyx8ro,1,1,0,1
USSEN/MI PETERS FRUGAL,1,Njz0Dqc0EbU,0,1,0,0
USSEN/MI PETERS SON OF A WORLD WAR II VETERAN,1,EMBQQBUoY-0,0,1,1,0
USSEN/MI PETERS&DSCC HEROIC 60,0,YwVKxoybOUk,0,1,1,1
USSEN/MI STABENOW CUT MEDICARE,1,LxA4wd2b1Do,1,0,1,1
USSEN/MI STABENOW DISHONEST AND RIDICULOUS,0,BgPs8bPW9KI,0,0,1,1
USSEN/MI STABENOW FARM BILL,0,Or3WQRW4Kq4,0,1,0,0
USSEN/MI STABENOW FARMERS,1,9vTp_G9lJLI,0,1,1,0
USSEN/MI STABENOW NEWSPAPER ENDORSEMENTS,1,SIHByr5aS3Q,0,1,0,1
USSEN/MI STABENOW ROGERS FOAM,1,x4cXoodCFvY,0,1,0,0
USSEN/MN FRANKEN ALL TOGETHER,1,uTYtmPYUKdA,1,0,0,0
USSEN/MN FRANKEN BERMUDA,1,Zg3rbEbrRqc,1,0,0,1
USSEN/MN FRANKEN FOOD SAFETY 60,1,6R8l9WaHd4o,0,1,1,1
USSEN/MN FRANKEN GRIDLOCK,1,CAk3W7VhU74,0,1,0,0
USSEN/MN FRANKEN HEAD DOWN,1,oSyzwg_v7u4,0,1,0,0
USSEN/MN FRANKEN HOLLY 60,1,LzGRSFy09HI,0,1,1,0
USSEN/MN FRANKEN JOBS,1,b0ZfQ3QQY0A,0,1,0,0
USSEN/MN FRANKEN MENTAL ILLNESS,1,49FCZlXk9_o,0,0,1,0
USSEN/MN FRANKEN RIGGED,1,Mzh9KTh2KrU,0,1,0,0
USSEN/MN FRANKEN SERIOUS,1,xuJm0BnbcSQ,1,1,0,1
USSEN/MN FRANKEN SIGNED INTO LAW,1,hgwHVTv6rvY,0,1,1,1
USSEN/MN FRANKEN THE MILL 60,1,X4N0nF4mSbk,1,0,1,1
USSEN/MN KLOBUCHAR BETSY SATHERS,0,G65k72N9Z4I,0,1,0,0
USSEN/MN KLOBUCHAR CHAMPION,1,FHdhSYf_IwM,0,1,0,0
USSEN/MN KLOBUCHAR GET THE ECONOMY MOVING,1,2b63Mqi99uk,0,1,0,0
USSEN/MN KLOBUCHAR MY MOM,0,wpUY6gwDHMM,0,1,0,0
USSEN/MN KLOBUCHAR PAUL WALSER,1,NELmhoBwO-4,0,1,0,0
USSEN/MN KLOBUCHAR VETERANS BENEFITS,1,L66I6mQXkRQ,0,1,0,0
USSEN/MN MCFADDEN 97 PERCENT,1,uO9jwADqGpg,1,1,1,1
USSEN/MN MCFADDEN CLUE,1,4AtS0rtrlzk,1,1,0,1
USSEN/MN MCFADDEN HIDING 15,1,ANqhltykvXQ,1,0,0,1
USSEN/MN MCFADDEN IT'S TIME,0,2FvbJjYuMX4,1,0,0,1
USSEN/MN MCFADDEN MOLLY,1,m00WdJOfeao,0,1,0,0
USSEN/MO AKIN 6 YEAR RECORD,0,7KEyweLBzrs,0,1,0,0
USSEN/MO AKIN BROKE OUR TRUST,1,WxAFTbwqVW8,1,0,0,1
USSEN/MO AKIN CORRUPT CLAIRE,1,lWi178102lo,1,0,0,1
USSEN/MO AKIN GETTING RICH OFF US,1,NYG8pXyT1n8,1,0,0,1
USSEN/MO AKIN HUCKABEE ENDORSEMENT 3,1,oqTepM3We_U,0,1,0,1
USSEN/MO AKIN MISLEADING DECEPTIVE FALSE,1,OPtwl08gCME,1,1,0,1
USSEN/MO AKIN SELLING US OUT,1,ESAZbG4V8Co,1,0,0,1
USSEN/MO AKIN STRONGER FAMILIES,1,9LD24QJaDuU,0,1,0,0
USSEN/MO MCCASKILL CHINESE TRADE VIOLATIONS,1,XlpIuI0vDbA,0,1,1,1
USSEN/MO MCCASKILL COMMON SENSE WAY,1,MrhfG0BT2KU,0,1,1,0
USSEN/MO MCCASKILL EMERGENCY CONTRACEPTION,1,PcpvqEtn-qU,0,1,1,1
USSEN/MO MCCASKILL FAMILY AND MO FIRST,1,Q63ih_EuTic,0,1,1,1
USSEN/MO MCCASKILL NOT FROM AROUND HERE,1,1AM4OjHVuKo,0,0,1,1
USSEN/MO MCCASKILL NUMBER 50,1,jrqAIuC4Yr0,0,1,1,1
USSEN/MO MCCASKILL SCARY,0,Ag0iHDkXNrg,0,1,1,0
USSEN/MO MCCASKILL SHARED VALUES,1,1Ml6kP3TIzg,0,0,1,0
USSEN/MO MCCASKILL SHARED VALUES REV,0,PIH_Xzvm24k,0,1,1,0
USSEN/MO MCCASKILL SOCIAL SECURITY AND MEDICARE,1,b5uiezh0dqE,0,1,1,0
USSEN/MO MCCASKILL STUDENT LOANS,1,a1BTJ11-o2k,0,0,1,0
USSEN/MO MCCASKILL TIMELINE,1,uT3wcMsb8GA,0,0,1,1
USSEN/MO MCCASKILL VETERANS AFFAIRS,1,pJ5mY7Y0nbI,0,0,0,0
USSEN/MS COCHRAN SO MUCH AT STAKE,1,Z_YZgDg3J88,0,1,0,0
USSEN/MS COCHRAN WORKING,1,VHXjbgkbJGs,0,1,0,0
USSEN/MT CURTIS WE HAVE TO FIGHT,1,9kEunDRv1KI,0,1,0,0
USSEN/MT DAINES BALANCED BUDGET,1,WNgAr7lxCXA,0,1,0,0
USSEN/MT DAINES CHARACTER,0,FwTHMcUpGU4,0,1,0,1
USSEN/MT DAINES CINDY REV,1,vp-4LNN_fsU,0,1,1,0
USSEN/MT DAINES ED REGAN,1,RMd8Lr3cmlM,0,1,0,0
USSEN/MT DAINES INJUSTICE,1,J-n2gIM3KNM,0,1,1,0
USSEN/MT DAINES MONTANA JOBS,1,oMFjPLSdt9c,0,1,0,0
USSEN/MT DAINES MOTIVATION,0,enDMt5fzAaw,0,1,0,0
USSEN/MT DAINES PUBLIC LAND,1,xJ7eZwbXhvI,0,1,0,1
USSEN/MT DAINES SOLEMN,1,u0ZUX4DdHQg,0,0,0,1
USSEN/MT NRSC&REHBERG ENGINES OF ECONOMIC GROWTH,1,9uAUFSEs6YI,0,1,1,0
USSEN/MT REHBERG COAL REGULATIONS,1,tAjFNueAS7k,0,1,0,0
USSEN/MT REHBERG JUST DOESN'T GET IT,1,2DRmzn6mnTM,0,1,0,0
USSEN/MT REHBERG LINDA & MARSHA FREY,0,y5L7-nAVWYQ,0,1,0,0
USSEN/MT REHBERG NIGHT AND DAY,1,eG2HgLugl00,0,0,1,1
USSEN/MT REHBERG NOT TRUE,0,Qa3Vkx7mXzY,1,0,0,1
USSEN/MT REHBERG ROMNEY ENDORSEMENT,1,oVSv6lD227Y,1,1,1,0
USSEN/MT REHBERG TALK IS CHEAP,1,WDC11geqCZA,1,0,0,1
USSEN/MT REHBERG TRADED OUR VALUES,1,CErRmd6VqRI,1,0,0,1
USSEN/NC HAGAN ANNA,0,hlE-rGmI2uM,0,1,1,1
USSEN/NC HAGAN ATTACKING FAMILY,1,pDC9TiSzW54,1,1,0,1
USSEN/NC HAGAN EDUCATION MEANS OPPORTUNITY,0,UvwDMcHq7qM,1,0,1,1
USSEN/NC HAGAN FABRIC,1,Uu5WrnsXeUA,0,1,1,1
USSEN/NC HAGAN FOR JANEY,1,6kGZvwVlWlQ,0,0,1,1
USSEN/NC HAGAN LOW,1,SasFja3vFtQ,0,0,1,1
USSEN/NC HAGAN MAJOR NEWSPAPERS,1,813N-Y-rmJQ,0,1,0,0
USSEN/NC HAGAN NEVA,0,jrNF4VGfmvc,0,1,1,1
USSEN/NC HAGAN SAME TEAM,0,Y4OQZ1I6xVg,0,1,0,0
USSEN/NC HAGAN TELL THOM TILLIS ANNA,1,KPJel1qFStU,1,0,1,1
USSEN/NC HAGAN TELL THOM TILLIS JUSTIN,1,WA2e5sOcRyA,0,0,1,1
USSEN/NC HAGAN TELL THOM TILLIS MEGAN,1,Z7ZKmpZpr-E,0,0,1,1
USSEN/NC HAGAN TELL THOM TILLIS SHEREE,0,jXjyKU_V0TA,0,0,1,1
USSEN/NC HAGAN TOUGH ENOUGH,1,VIn9Jzn1rss,0,1,0,0
USSEN/NC HAGAN VAIN,1,dgT6s67Jsas,0,1,1,0
USSEN/NC HAGAN&DSCC IMPORTANT ISSUES,0,7pRwnjLAAf0,0,0,1,1
USSEN/NC HAGAN&DSCC RECORD,0,5IlKNIu4uTQ,0,1,1,1
USSEN/NC NRSC&TILLIS MATH,0,PHIuN0b0QzA,1,0,0,1
USSEN/NC TILLIS CHANGE DIRECTION,1,4L-FCU_TbCE,1,0,0,0
USSEN/NC TILLIS KAY HAGAN DID COCKTAILS,1,ER2fcFiCPy8,1,0,0,0
USSEN/NC TILLIS LONG CAMPAIGN,1,fkcUDPnYvFY,0,1,1,1
USSEN/NC TILLIS NANCY ANDERSON,0,nLTHt3NRJDg,0,0,1,1
USSEN/NC TILLIS PUSHED FOR STIMULUS,0,f2eM40W6PME,1,0,0,1
USSEN/NC TILLIS&NRSC KITCHEN,1,ZaJa4VFsAfQ,0,1,0,0
USSEN/ND HEITKAMP HEROES HEALTH CARD,1,QtGhZJYoZzU,0,0,1,1
USSEN/ND HEITKAMP OIL REFINERY,1,8HNoavveI8o,0,1,0,0
USSEN/ND HEITKAMP ONLY ANSWER TO YOU,1,6hZH5G1e26Y,0,1,1,0
USSEN/ND HEITKAMP PAY OUR OWN WAY,1,z9ToeIhKgXc,0,1,1,1
USSEN/ND HEITKAMP STRENGTHEN MEDICARE,1,BV0S9VN7cT0,0,0,1,1
USSEN/ND HEITKAMP VOTE FOR THE PERSON,1,pk2BrRdDUdI,0,1,1,0
USSEN/NE KERREY A CHOICE,0,pb7TUVyU5V0,1,1,0,1
USSEN/NE KERREY BORN AND BRED,1,wdXgLwudgeQ,0,1,1,0
USSEN/NE KERREY BOTH WRONG,1,tiBfCiam1qI,0,1,0,0
USSEN/NE KERREY CHUCK HAGEL ENDORSEMENT,0,-4S2roTsLkw,0,1,0,0
USSEN/NE KERREY KIMES RANCH 2,1,rTKFlcubJCo,0,0,1,1
USSEN/NE KERREY KIMES RANCH 60,1,it_Bfj0oKtQ,0,0,1,1
USSEN/NE KERREY NO SUBSTITUTE,1,3t2XbavAmSo,0,1,0,0
USSEN/NE KERREY RELENTLESS DETERMINATION,1,NDLbQDFbQrE,0,1,0,0
USSEN/NE KERREY WASHINGTON IS A MESS,0,PM2E78gtD9k,0,1,0,0
USSEN/NE SASSE BEN'S NEBRASKA 60,1,zx1g79Kd-iQ,0,1,0,0
USSEN/NE SASSE NINETY-THREE,0,ZLl0CxuWmxA,0,1,0,0
USSEN/NH BROWN BROKEN PROMISES,1,4lLRvkLxkwE,1,0,0,1
USSEN/NH BROWN ECONOMY NOT WORKING,1,QOIRIYlj7ns,0,1,1,1
USSEN/NH BROWN FOR NEW HAMPSHIRE,0,a0JuRRnzWfw,0,1,1,0
USSEN/NH BROWN INDEPENDENCE,1,cgwWljY4YcI,0,1,1,0
USSEN/NH BROWN INDEPENDENT,1,VIfUcw65G1g,0,1,0,0
USSEN/NH BROWN KEEP AMERICA SAFE,0,sM6iFb2yJbI,1,1,0,1
USSEN/NH BROWN MAKING ENDS MEET 15,1,cXrf295CXg4,1,0,0,1
USSEN/NH BROWN MAKING ENDS MEET ENERGY TAX 15,1,Nu0Ou8i0qhY,1,0,0,1
USSEN/NH BROWN PROTECTING AMERICA'S FREEDOM,1,jLEclXiQ_ks,0,1,1,0
USSEN/NH BROWN ROLL CALL 15,1,0e6Ot6qDkPs,1,0,0,1
USSEN/NH BROWN SECURE BORDERS,1,WQi4WBSc-hk,1,0,1,1
USSEN/NH BROWN SHAHEEN'S SMEAR,0,jvrDKLw9PyE,0,1,1,1
USSEN/NH BROWN&NRSC LEEANN,0,9gc_67f2w8U,0,1,1,0
USSEN/NH BROWN&NRSC LEEANN 60,1,wNCfa3f03FU,0,1,1,0
USSEN/NH SHAHEEN BATTLING,1,7ONzIzXzQZs,0,1,0,0
USSEN/NH SHAHEEN BREAKTHROUGH,1,pOMd9BHey-A,0,1,0,0
USSEN/NH SHAHEEN CARED,1,PwzZCdWhTXQ,0,1,1,1
USSEN/NH SHAHEEN FOR YOU,1,S-VrSszsTL0,0,1,0,0
USSEN/NH SHAHEEN FORCED,0,q8na2LUlymY,0,1,0,1
USSEN/NH SHAHEEN GRANITE STATE,0,jwDJRvoNrdo,0,1,0,0
USSEN/NH SHAHEEN KIDS,1,Kn_MynC-Kso,0,1,1,0
USSEN/NH SHAHEEN MAKES A DIFFERENCE,1,je3b7C1bUQo,0,1,0,0
USSEN/NH SHAHEEN NATIONAL SECURITY,1,NBxOzgYpGA4,0,1,0,0
USSEN/NH SHAHEEN NOT HOW HE VOTES,1,JtI9pOHK5rI,0,0,1,1
USSEN/NH SHAHEEN OPEN,1,0m7ND7Ep53E,0,1,1,0
USSEN/NH SHAHEEN PROFITABLE,1,1mroNmJWvr8,1,0,0,1
USSEN/NH SHAHEEN PROOF,1,hnYnnnsNEC0,1,1,0,1
USSEN/NH SHAHEEN STEEL,1,rWSLytnNi6c,0,1,0,0
USSEN/NH SHAHEEN STUDENT DEBT,1,z91iKJhsDKc,0,1,0,0
USSEN/NH SHAHEEN&NHDP THERE'S A CLEAR CHOICE,1,UTK0-RC-B6U,0,1,0,0
USSEN/NJ MENENDEZ ALL ABOUT FAMILY,0,5NpDhOINxuo,0,1,1,0
USSEN/NJ MENENDEZ EDUCATION SPENDING,1,ODk2fE8TTeU,0,1,0,0
USSEN/NJ MENENDEZ MIDDLE CLASS UNDER ATTACK,1,OfjfJSjkWIY,0,1,0,0
USSEN/NJ MENENDEZ REBUILD THE MIDDLE CLASS,1,G29LU2TN0SU,0,1,0,0
USSEN/NJ MENENDEZ THIS IS WHO I AM,0,BM9WeKIPhZo,0,1,0,0
USSEN/NM HEINRICH 14 YEARS AGO,1,tH2uY5dhrd4,1,0,1,1
USSEN/NM HEINRICH A LONG TIME,1,U6FBcByIc5o,1,0,1,1
USSEN/NM HEINRICH DIRECTION,1,5d5d4YsBTM4,1,0,0,1
USSEN/NM HEINRICH HERE THEY COME,1,ujtQKUURbrI,1,0,0,1
USSEN/NM HEINRICH LIVING WITH DIGNITY,1,mcLPWrOCVrM,0,0,1,1
USSEN/NM HEINRICH MILITARY FAMILIES,1,O9-3M1Lwzfs,0,1,0,0
USSEN/NM HEINRICH PRIORITIES,0,fka_UisLg0I,1,1,0,1
USSEN/NM HEINRICH STRUGGLING TO GET BY,1,8NIJ1LRCvsU,0,1,1,0
USSEN/NM HEINRICH TO DO LIST,1,Yjd-0191xs4,0,1,1,0
USSEN/NM HEINRICH TOP 5 WAYS,1,x4JCQjMS2s8,0,1,0,0
USSEN/NM HEINRICH VALUES & PRIORITIES,1,8o0oDEMmI9Q,0,1,0,0
USSEN/NM NMDP&HEINRICH LEVEL PLAYING FIELD,0,RL2_jeNkVLQ,0,1,0,0
USSEN/NM UDALL BEST PART,1,JG8C_9yLHvw,0,1,0,0
USSEN/NM UDALL DOESN'T FLY,1,jCdN-QrxVdw,0,1,0,0
USSEN/NM UDALL GOOD MAN,1,uMI7CFKhr2I,0,0,1,1
USSEN/NM UDALL SCARY IDEA,0,_foJB3KQbZ8,0,0,1,1
USSEN/NM UDALL SO WHAT,1,ckbCql-yDI8,0,0,1,1
USSEN/NM UDALL VOIDED,1,VrixJTUCaEM,1,0,0,1
USSEN/NM UDALL WHAT KIND OF SENATOR,1,BD8kyolrc78,1,0,1,1
USSEN/NM WEH BECKY'S STORY,1,dk34KntxfWM,0,1,0,0
