creative,uid,train,music1,music2,music3,music4
USSEN/KS ROBERTS WHAT A JOKE,VdcQqobPqh8,1,1,0,1,0
USSEN/KS ROBERTS WORSE,1LmrKQo2NIM,1,1,0,0,1
USSEN/KY GRIMES 30 YEARS,G4nH43cmbyY,1,1,0,0,1
USSEN/KY GRIMES FIRED,Y1Rgs3yso8M,1,1,0,0,1
USSEN/KY GRIMES LOST IN BATTLE,6GJ5Cac7cYM,1,0,1,0,0
USSEN/KY GRIMES NOT OBAMA,z7Pa16JPUlY,0,1,0,0,1
USSEN/KY GRIMES QUESTION FROM DON,HnG72T6t3-s,0,0,0,1,1
USSEN/KY GRIMES QUESTION FROM ILENE,Gab4eZgdzpU,1,1,0,0,1
USSEN/KY GRIMES RALLY,sMDmiflLv80,1,0,1,0,0
USSEN/KY GRIMES WENDELL,1rojBg1MfHc,1,0,1,1,0
USSEN/KY GRIMES WHERE WAS HE,ZZYHtzCCtG8,1,1,0,0,1
USSEN/KY GRIMES&DSCC PROUD MAN 60,iP_M0_AwY7E,1,0,0,1,1
USSEN/KY MCCONNELL AFTER ALL THAT,z_oWmuLRTes,1,1,0,0,1
USSEN/KY MCCONNELL ANSWER ANYTHING,qBG5PfNcp9M,1,1,0,0,1
USSEN/KY MCCONNELL AS IF,JJmkOjBRhe4,1,0,1,1,1
USSEN/KY MCCONNELL CHRIS SEXTON,7tmog-MJHOc,1,0,1,0,0
USSEN/KY MCCONNELL CONVINCE,RoJ-nOAWT3A,0,0,1,0,0
USSEN/KY MCCONNELL DEBBIE SMITH,SJ04b2qrihA,0,0,0,1,1
USSEN/KY MCCONNELL DIFFERENT DIRECTION 60,0B86hsZhKmM,1,1,0,0,1
USSEN/KY MCCONNELL DR SANDY,R59XywkUyTg,1,1,1,1,1
USSEN/KY MCCONNELL EMPTY PARKING SPACE,Jl6vHM_CBE8,0,1,0,0,1
USSEN/KY MCCONNELL FARMERS,DQIpXidhQqc,1,0,1,0,0
USSEN/KY MCCONNELL FREEDOM,dtZCqHyIjl0,1,0,1,1,0
USSEN/KY MCCONNELL FREEDOM 60,n_J-K6lQw70,1,0,1,1,1
USSEN/KY MCCONNELL HYPOCRISY,XxSsolni6zQ,1,1,0,0,0
USSEN/KY MCCONNELL KATHY WALKER,drTVvto7od4,1,0,1,1,0
USSEN/KY MCCONNELL LAUGHABLE,-IbqSSO0Ldc,1,0,1,1,1
USSEN/KY MCCONNELL LEADS,oKekeACF3d8,0,0,1,0,1
USSEN/KY MCCONNELL LIFELONG,RrR8Xe1N1yg,1,0,1,1,0
USSEN/KY MCCONNELL NO EXPERIENCE,jtXcPamySC8,1,1,1,1,1
USSEN/KY MCCONNELL OUR VOICE FOR COAL,AUUuKwOilZ8,1,1,0,0,0
USSEN/KY MCCONNELL PAUSES,SGPbQ6MvkUY,1,1,0,0,1
USSEN/KY MCCONNELL SAVED,aVrXWftBImA,1,0,1,0,0
USSEN/KY MCCONNELL SERIOUS TIMES,LomQCIZzA9s,1,0,1,0,1
USSEN/KY MCCONNELL THIS FALL,3TDRgcJ0tQA,0,1,0,1,1
USSEN/KY MCCONNELL TOUR BUS,0O9SF8BhsRQ,1,1,0,0,1
USSEN/KY MCCONNELL WILLIAMS,fG5Ws69wF0g,1,0,1,1,0
USSEN/LA CASSIDY A FEW WORDS,1PkJ2d6IQI4,1,1,0,0,0
USSEN/LA CASSIDY DUMB,VHqD6mekv-M,0,0,1,0,0
USSEN/LA CASSIDY EXEMPT,qYXF_9DRnhc,1,1,1,0,0
USSEN/LA CASSIDY I READ IT,-K9vJzPfw5A,1,0,1,1,0
USSEN/LA CASSIDY SHE HAS CHANGED,l4FWHruqic4,1,1,1,1,1
USSEN/LA CASSIDY TWO OBAMAS,RPdd0jVkaog,0,0,1,0,0
USSEN/LA CASSIDY YES WE CAN,6VRQwkE0II0,1,1,1,0,1
USSEN/LA CASSIDY YOUR TURN,0AJFxuO-Nu4,1,0,1,0,1
USSEN/LA CASSIDY&NRSC A MESS,irYt6H9AE3w,0,0,1,0,0
USSEN/LA CASSIDY&NRSC ANOTHER OBAMACARE LIE,fB3yB8nGFMs,0,0,1,0,0
USSEN/LA LANDRIEU ELECTRICIAN,_3-_JUGoGvo,1,0,0,0,1
USSEN/LA LANDRIEU EXTRA MILE,w3D0wyB9NcI,0,1,1,0,0
USSEN/LA LANDRIEU FATHER DAUGHTER 1,o57WvwHJMS0,1,0,1,0,0
USSEN/LA LANDRIEU FATHER DAUGHTER 2,DHjlbgjcJRg,1,0,1,0,0
USSEN/LA LANDRIEU FATHER DAUGHTER 3,XxNDGEvkMXo,1,0,1,0,0
USSEN/LA LANDRIEU LISTEN TO LOUISIANA,ExqR6B_GMGA,1,0,1,1,0
USSEN/LA LANDRIEU PK SCHEERLE,CAtfuqW1L-8,1,0,0,1,1
USSEN/LA LANDRIEU SHIP BUILDER,Id-G4R50T4A,0,0,1,0,0
USSEN/LA LANDRIEU WE'RE ALL WITH MARY,-ZzqgAmnAs8,1,0,1,0,0
USSEN/LA LANDRIEU WILL NOT REST,EQU87DQsYZ0,1,0,0,1,1
USSEN/MA BROWN ASBESTOS CLAIMS,p53HYpTu7Jk,1,1,0,0,1
USSEN/MA BROWN ASBESTOS VICTIMS,uizzOZFy7Dk,0,0,0,1,1
USSEN/MA BROWN BIPARTISAN SENATOR,qiq2130HAXI,1,0,1,0,0
USSEN/MA BROWN CAUGHT IN A LIE,QNY4HL81oIU,1,1,0,0,1
USSEN/MA BROWN DIDN'T HAVE IT EASY,xf2iAj8ljRE,1,0,1,0,0
USSEN/MA BROWN FISHING INDUSTRY,AWFcqZjE2Zs,1,0,1,0,1
USSEN/MA BROWN GAIL HUFF 3,AWuVw_n4NSs,1,0,1,0,0
USSEN/MA BROWN HERITAGE CLAIMS,d0xWBRNrDfw,1,1,0,0,1
USSEN/MA BROWN HIRED GUN,n-WlHW4Tj0c,1,1,0,0,1
USSEN/MA BROWN INSIDER TRADING,aExxgbIuGlU,1,0,1,0,0
USSEN/MA BROWN KEEP TAXES LOW,jhxNO_VWVFM,0,1,1,1,1
USSEN/MA BROWN KONNIE LUKES,99L5Ipiw7FA,0,0,1,0,0
USSEN/MA BROWN LAURIE MYERS,vycWApIe_zw,1,0,1,0,0
USSEN/MA BROWN NEGATIVE ATTACKS,_sl4Gz56YFQ,1,0,1,0,0
USSEN/MA BROWN PAUL WALSH,7wUQJTqGR3Y,1,0,1,0,0
USSEN/MA BROWN RAY FLYNN ENDORSEMENT,ysTh7eQlCTw,1,0,1,0,0
USSEN/MA BROWN SPRINGFIELD TORNADOES,Q_GX1NtbD_k,0,0,1,0,0
USSEN/MA BROWN SUPPORTS WOMEN,5kUdnLx5n5Y,1,0,1,0,0
USSEN/MA BROWN THE CHOICE,w9CETXKuPoU,1,0,1,1,1
USSEN/MA BROWN THOMAS HUDNER,Si38w4LZscs,0,0,1,0,1
USSEN/MA BROWN TOUGH ON THE MIDDLE CLASS,07Pid6Am69I,1,0,1,0,1
USSEN/MA BROWN VOTE THE PERSON,waEOB6v76A8,1,0,1,0,1
USSEN/MA BROWN VOTE THE PERSON 60,otMMS-lrg2A,1,0,1,0,1
USSEN/MA MARKEY HARD TO BELIEVE,HpXae-GKzf4,1,1,1,0,1
USSEN/MA MARKEY TOGETHER,i9zJf56gTCw,1,0,1,0,0
USSEN/MA WARREN CLEAR CHOICE,hcAql-GCCwI,1,1,0,0,1
USSEN/MA WARREN CORPORATE INTERESTS,U4PLPC75bco,0,0,1,0,0
USSEN/MA WARREN JUST ONE VOTE,L5kwaViRFWU,1,1,0,0,1
USSEN/MA WARREN MENINO ENDORSEMENT,ljXva87fDqc,1,0,1,0,0
USSEN/MA WARREN MESOTHELIOMA VICTIMS,eUDWjSNyTLI,1,0,0,1,0
USSEN/MA WARREN MESOTHELIOMA VICTIMS 2,mn9G7ZS_2Uo,1,0,0,1,0
USSEN/MA WARREN MY FIGHT IS FOR YOU,EOgpW0CxKJo,1,0,1,1,0
USSEN/MA WARREN NOT A BAD GUY 60,l7EIBzZ6sxo,1,0,0,1,1
USSEN/MA WARREN REAL FIGHTER,W8Lp66KISa4,0,0,1,1,0
USSEN/MA WARREN SAME OLD BATTLES,gDPcAbqCdR8,1,0,0,0,0
USSEN/MA WARREN STANDS UP FOR PEOPLE,OWoy9wceXl4,1,0,1,0,0
USSEN/MA WARREN THE PEOPLE'S SIDE,OIm351vhQmU,1,0,1,0,0
USSEN/MA WARREN WOMEN'S ISSUES,GNpDs2o_J8c,0,1,1,0,0
USSEN/MD CARDIN HEAVY LIFTING,TE8sPAyegFo,1,0,1,0,0
USSEN/MD CARDIN LUCKY,Uw0Tef_HgsM,1,0,1,1,1
USSEN/ME BELLOWS CONVERSATION,AF8N1iEq7Rk,1,0,1,1,1
USSEN/ME BELLOWS FRANK,EbyPhDkVQfs,0,0,1,0,0
USSEN/ME BELLOWS I WOULD,G3uTHvjvJys,1,0,1,1,0
USSEN/ME BELLOWS LILLIAN,vXofTZzDQZE,1,0,1,1,1
USSEN/ME BELLOWS MAINE ROOTS,2OWWMMYVT3A,0,0,1,0,0
USSEN/ME BELLOWS MAKING IT,U_M2W80wfac,1,0,1,0,0
USSEN/ME BELLOWS STAND WITH YOU,-et__psVgNk,1,0,1,0,0
USSEN/ME BELLOWS STEPHEN KING,kej8f6wa9Xk,1,0,1,0,0
USSEN/ME BELLOWS WALK,uQhFggwJtDg,1,0,1,0,0
USSEN/ME COLLINS ADVOCATE,4dt1mH7o640,1,0,1,1,0
USSEN/ME COLLINS ALWAYS THERE,P6wQUV0U5vo,0,0,1,0,0
USSEN/ME COLLINS BATH IRON WORKS 60,HdfVBkuNEwc,0,0,1,1,0
USSEN/ME COLLINS EDUCATION AND TRAINING,UUiuSDJMbSs,1,0,1,1,0
USSEN/ME COLLINS FEED 60,vVn-4AvjAao,1,0,1,1,0
USSEN/ME COLLINS LEAD THE WAY,3mnRFVY2wmU,1,0,1,1,0
USSEN/ME COLLINS OUR SENATOR,xRm2fkgtMo4,1,0,1,1,1
USSEN/ME COLLINS OUR SENATOR BANGOR,H_jorY4_Bus,1,0,1,1,0
USSEN/ME COLLINS OUR SENATOR PORTLAND,yys4NKRb-o0,1,0,1,1,0
USSEN/ME COLLINS REMEMBER,Da9DWdFDqBM,1,0,1,0,0
USSEN/ME COLLINS SAVED,n2mGe2dx9zk,1,0,1,1,1
USSEN/ME COLLINS THE JOURNEY,VTEvyoz2_-Y,1,0,1,0,0
USSEN/ME KING GODZILLA,pTyD7k8ZS7o,1,1,0,0,1
USSEN/ME KING KNOW THE TRUTH,UMYIXQglB3I,0,0,1,0,0
USSEN/ME KING THINKS INDEPENDENTLY,-mSr7xr30-k,0,0,1,0,0
USSEN/ME KING UNIQUE LIFE,c-JCOuhNpBc,1,0,1,0,0
USSEN/ME NRSC&SUMMERS LIVED IT,wLnHnYUdtdk,0,0,1,1,0
USSEN/ME NRSC&SUMMERS WORST THING WE COULD DO,e4qqNaZKP3E,1,1,1,1,1
USSEN/ME SUMMERS BUDGET SHORTFALL,lahBNPT4IPM,1,1,0,0,1
USSEN/ME SUMMERS MEET CHARLIE,CJm-Q4EfMbI,1,0,1,0,0
USSEN/ME SUMMERS SOCIAL SECURITY AND MEDICARE,6UkPs1n66qM,1,0,1,0,0
USSEN/MI LAND BAD LOANS,F3WOFHcre20,1,1,0,0,1
USSEN/MI LAND BORDER CRISIS,SXPi-RbYj5g,1,1,0,0,1
USSEN/MI LAND CRISIS AT THE BORDER,5lp5KRd36bU,0,1,1,0,1
USSEN/MI LAND I PLEDGE,rkqKqcQE3nc,1,1,1,0,1
USSEN/MI LAND MICHIGAN FIRST,-FfQpL-S0hI,1,0,1,0,0
USSEN/MI LAND MICHIGAN FIRST PLAN,WSKcJrcZ6HQ,1,0,1,0,0
USSEN/MI LAND MOMS GET THINGS DONE,vm2rAUaubxw,1,0,1,0,0
USSEN/MI LAND PROFITING FROM POLLUTION,q4bMJa8b0gk,1,1,0,0,1
USSEN/MI LAND REALLY,dc_AAje-4l0,1,0,0,1,1
USSEN/MI LAND ROADBLOCK,E4qfpe81114,1,1,1,0,0
USSEN/MI LAND SUCCESS STORY,E2hpSswMoqc,1,0,1,0,0
USSEN/MI LAND WAR ON MICHIGAN,sgREGcJ-OTc,0,0,1,1,1
USSEN/MI LAND&NRSC SIPHONED OFF,dXvWkdyx8ro,0,1,1,0,1
USSEN/MI PETERS FRUGAL,Njz0Dqc0EbU,1,0,1,0,0
USSEN/MI PETERS SON OF A WORLD WAR II VETERAN,EMBQQBUoY-0,1,0,1,1,0
USSEN/MI PETERS&DSCC HEROIC 60,YwVKxoybOUk,0,0,1,1,1
USSEN/MI STABENOW CUT MEDICARE,LxA4wd2b1Do,1,1,0,1,1
USSEN/MI STABENOW DISHONEST AND RIDICULOUS,BgPs8bPW9KI,0,1,0,1,1
USSEN/MI STABENOW FARM BILL,Or3WQRW4Kq4,0,0,1,0,0
USSEN/MI STABENOW FARMERS,9vTp_G9lJLI,1,0,1,1,0
USSEN/MI STABENOW NEWSPAPER ENDORSEMENTS,SIHByr5aS3Q,1,0,1,0,1
USSEN/MI STABENOW ROGERS FOAM,x4cXoodCFvY,1,0,1,0,0
USSEN/MN FRANKEN ALL TOGETHER,uTYtmPYUKdA,1,1,0,0,0
USSEN/MN FRANKEN BERMUDA,Zg3rbEbrRqc,1,1,0,0,1
USSEN/MN FRANKEN FOOD SAFETY 60,6R8l9WaHd4o,1,0,1,1,1
USSEN/MN FRANKEN GRIDLOCK,CAk3W7VhU74,1,0,1,0,0
USSEN/MN FRANKEN HEAD DOWN,oSyzwg_v7u4,1,0,1,0,0
USSEN/MN FRANKEN HOLLY 60,LzGRSFy09HI,1,0,1,1,0
USSEN/MN FRANKEN JOBS,b0ZfQ3QQY0A,1,0,1,0,0
USSEN/MN FRANKEN MENTAL ILLNESS,49FCZlXk9_o,1,0,0,1,0
USSEN/MN FRANKEN RIGGED,Mzh9KTh2KrU,1,0,1,0,0
USSEN/MN FRANKEN SERIOUS,xuJm0BnbcSQ,1,1,1,0,1
USSEN/MN FRANKEN SIGNED INTO LAW,hgwHVTv6rvY,1,0,1,1,1
USSEN/MN FRANKEN THE MILL 60,X4N0nF4mSbk,1,1,0,1,1
USSEN/MN KLOBUCHAR BETSY SATHERS,G65k72N9Z4I,0,0,1,0,0
USSEN/MN KLOBUCHAR CHAMPION,FHdhSYf_IwM,1,0,1,0,0
USSEN/MN KLOBUCHAR GET THE ECONOMY MOVING,2b63Mqi99uk,1,0,1,0,0
USSEN/MN KLOBUCHAR MY MOM,wpUY6gwDHMM,0,0,1,0,0
USSEN/MN KLOBUCHAR PAUL WALSER,NELmhoBwO-4,1,0,1,0,0
USSEN/MN KLOBUCHAR VETERANS BENEFITS,L66I6mQXkRQ,1,0,1,0,0
USSEN/MN MCFADDEN 97 PERCENT,uO9jwADqGpg,1,1,1,1,1
USSEN/MN MCFADDEN CLUE,4AtS0rtrlzk,1,1,1,0,1
USSEN/MN MCFADDEN HIDING 15,ANqhltykvXQ,1,1,0,0,1
USSEN/MN MCFADDEN IT'S TIME,2FvbJjYuMX4,0,1,0,0,1
USSEN/MN MCFADDEN MOLLY,m00WdJOfeao,1,0,1,0,0
USSEN/MO AKIN 6 YEAR RECORD,7KEyweLBzrs,0,0,1,0,0
USSEN/MO AKIN BROKE OUR TRUST,WxAFTbwqVW8,1,1,0,0,1
USSEN/MO AKIN CORRUPT CLAIRE,lWi178102lo,1,1,0,0,1
USSEN/MO AKIN GETTING RICH OFF US,NYG8pXyT1n8,1,1,0,0,1
USSEN/MO AKIN HUCKABEE ENDORSEMENT 3,oqTepM3We_U,1,0,1,0,1
USSEN/MO AKIN MISLEADING DECEPTIVE FALSE,OPtwl08gCME,1,1,1,0,1
USSEN/MO AKIN SELLING US OUT,ESAZbG4V8Co,1,1,0,0,1
USSEN/MO AKIN STRONGER FAMILIES,9LD24QJaDuU,1,0,1,0,0
USSEN/MO MCCASKILL CHINESE TRADE VIOLATIONS,XlpIuI0vDbA,1,1,1,1,1
USSEN/MO MCCASKILL COMMON SENSE WAY,MrhfG0BT2KU,1,0,1,1,1
USSEN/MO MCCASKILL EMERGENCY CONTRACEPTION,PcpvqEtn-qU,1,1,1,1,1
USSEN/MO MCCASKILL FAMILY AND MO FIRST,Q63ih_EuTic,1,0,1,1,1
USSEN/MO MCCASKILL NOT FROM AROUND HERE,1AM4OjHVuKo,1,0,0,1,1
USSEN/MO MCCASKILL NUMBER 50,jrqAIuC4Yr0,1,0,1,1,1
USSEN/MO MCCASKILL SCARY,Ag0iHDkXNrg,0,0,1,1,0
USSEN/MO MCCASKILL SHARED VALUES,1Ml6kP3TIzg,1,0,0,1,0
USSEN/MO MCCASKILL SHARED VALUES REV,PIH_Xzvm24k,0,0,1,1,0
USSEN/MO MCCASKILL SOCIAL SECURITY AND MEDICARE,b5uiezh0dqE,1,0,1,1,0
USSEN/MO MCCASKILL STUDENT LOANS,a1BTJ11-o2k,1,0,0,1,0
USSEN/MO MCCASKILL TIMELINE,uT3wcMsb8GA,1,0,0,1,1
USSEN/MO MCCASKILL VETERANS AFFAIRS,pJ5mY7Y0nbI,1,0,0,0,0
USSEN/MS COCHRAN SO MUCH AT STAKE,Z_YZgDg3J88,1,0,1,0,0
USSEN/MS COCHRAN WORKING,VHXjbgkbJGs,1,0,1,0,0
USSEN/MT CURTIS WE HAVE TO FIGHT,9kEunDRv1KI,1,0,1,0,0
USSEN/MT DAINES BALANCED BUDGET,WNgAr7lxCXA,1,0,1,0,0
USSEN/MT DAINES CHARACTER,FwTHMcUpGU4,0,0,1,0,1
USSEN/MT DAINES CINDY REV,vp-4LNN_fsU,1,0,1,1,0
USSEN/MT DAINES ED REGAN,RMd8Lr3cmlM,1,0,1,0,0
USSEN/MT DAINES INJUSTICE,J-n2gIM3KNM,1,0,1,1,0
USSEN/MT DAINES MONTANA JOBS,oMFjPLSdt9c,1,0,1,0,0
USSEN/MT DAINES MOTIVATION,enDMt5fzAaw,0,0,1,0,0
USSEN/MT DAINES PUBLIC LAND,xJ7eZwbXhvI,1,0,1,0,0
USSEN/MT DAINES SOLEMN,u0ZUX4DdHQg,1,0,0,0,1
USSEN/MT NRSC&REHBERG ENGINES OF ECONOMIC GROWTH,9uAUFSEs6YI,1,0,1,1,0
USSEN/MT REHBERG COAL REGULATIONS,tAjFNueAS7k,1,0,1,0,0
USSEN/MT REHBERG JUST DOESN'T GET IT,2DRmzn6mnTM,1,0,1,0,0
USSEN/MT REHBERG LINDA & MARSHA FREY,y5L7-nAVWYQ,0,0,1,0,0
USSEN/MT REHBERG NIGHT AND DAY,eG2HgLugl00,1,0,0,1,1
USSEN/MT REHBERG NOT TRUE,Qa3Vkx7mXzY,0,1,0,0,1
USSEN/MT REHBERG ROMNEY ENDORSEMENT,oVSv6lD227Y,1,1,1,1,1
USSEN/MT REHBERG TALK IS CHEAP,WDC11geqCZA,1,1,0,0,1
USSEN/MT REHBERG TRADED OUR VALUES,CErRmd6VqRI,1,1,0,0,1
USSEN/NC HAGAN ANNA,hlE-rGmI2uM,0,0,1,1,1
USSEN/NC HAGAN ATTACKING FAMILY,pDC9TiSzW54,1,1,1,0,1
USSEN/NC HAGAN EDUCATION MEANS OPPORTUNITY,UvwDMcHq7qM,0,1,0,1,1
USSEN/NC HAGAN FABRIC,Uu5WrnsXeUA,1,0,1,1,1
USSEN/NC HAGAN FOR JANEY,6kGZvwVlWlQ,1,0,0,1,1
USSEN/NC HAGAN LOW,SasFja3vFtQ,1,0,0,1,1
USSEN/NC HAGAN MAJOR NEWSPAPERS,813N-Y-rmJQ,1,0,1,0,0
USSEN/NC HAGAN NEVA,jrNF4VGfmvc,0,0,1,1,1
USSEN/NC HAGAN SAME TEAM,Y4OQZ1I6xVg,0,0,1,0,0
USSEN/NC HAGAN TELL THOM TILLIS ANNA,KPJel1qFStU,1,1,0,1,1
USSEN/NC HAGAN TELL THOM TILLIS JUSTIN,WA2e5sOcRyA,1,0,0,1,1
USSEN/NC HAGAN TELL THOM TILLIS MEGAN,Z7ZKmpZpr-E,1,0,0,1,1
USSEN/NC HAGAN TELL THOM TILLIS SHEREE,jXjyKU_V0TA,0,0,0,1,1
USSEN/NC HAGAN TOUGH ENOUGH,VIn9Jzn1rss,1,0,1,0,0
USSEN/NC HAGAN VAIN,dgT6s67Jsas,1,0,1,1,0
USSEN/NC HAGAN&DSCC IMPORTANT ISSUES,7pRwnjLAAf0,0,0,0,1,1
USSEN/NC HAGAN&DSCC RECORD,5IlKNIu4uTQ,0,0,1,1,1
USSEN/NC NRSC&TILLIS MATH,PHIuN0b0QzA,0,1,0,0,1
USSEN/NC TILLIS CHANGE DIRECTION,4L-FCU_TbCE,1,1,0,0,0
USSEN/NC TILLIS KAY HAGAN DID COCKTAILS,ER2fcFiCPy8,1,1,0,0,0
USSEN/NC TILLIS LONG CAMPAIGN,fkcUDPnYvFY,1,0,1,1,1
USSEN/NC TILLIS NANCY ANDERSON,nLTHt3NRJDg,0,0,0,1,1
USSEN/NC TILLIS PUSHED FOR STIMULUS,f2eM40W6PME,0,1,0,0,1
USSEN/NC TILLIS&NRSC KITCHEN,ZaJa4VFsAfQ,1,0,1,0,0
USSEN/ND HEITKAMP HEROES HEALTH CARD,QtGhZJYoZzU,1,0,0,1,0
USSEN/ND HEITKAMP OIL REFINERY,8HNoavveI8o,1,0,1,0,0
USSEN/ND HEITKAMP ONLY ANSWER TO YOU,6hZH5G1e26Y,1,0,1,1,0
USSEN/ND HEITKAMP PAY OUR OWN WAY,z9ToeIhKgXc,1,0,1,1,1
USSEN/ND HEITKAMP STRENGTHEN MEDICARE,BV0S9VN7cT0,1,0,0,1,1
USSEN/ND HEITKAMP VOTE FOR THE PERSON,pk2BrRdDUdI,1,0,1,1,0
USSEN/NE KERREY A CHOICE,pb7TUVyU5V0,0,1,1,0,1
USSEN/NE KERREY BORN AND BRED,wdXgLwudgeQ,1,0,1,1,0
USSEN/NE KERREY BOTH WRONG,tiBfCiam1qI,1,0,1,0,0
USSEN/NE KERREY CHUCK HAGEL ENDORSEMENT,-4S2roTsLkw,0,0,1,0,0
USSEN/NE KERREY KIMES RANCH 2,rTKFlcubJCo,1,0,0,1,1
USSEN/NE KERREY KIMES RANCH 60,it_Bfj0oKtQ,1,0,0,1,1
USSEN/NE KERREY NO SUBSTITUTE,3t2XbavAmSo,1,0,1,0,0
USSEN/NE KERREY RELENTLESS DETERMINATION,NDLbQDFbQrE,1,0,1,0,0
USSEN/NE KERREY WASHINGTON IS A MESS,PM2E78gtD9k,0,0,1,0,0
USSEN/NE SASSE BEN'S NEBRASKA 60,zx1g79Kd-iQ,1,0,1,0,0
USSEN/NE SASSE NINETY-THREE,ZLl0CxuWmxA,0,0,1,0,0
USSEN/NH BROWN BROKEN PROMISES,4lLRvkLxkwE,1,1,0,0,1
USSEN/NH BROWN ECONOMY NOT WORKING,QOIRIYlj7ns,1,0,1,1,1
USSEN/NH BROWN FOR NEW HAMPSHIRE,a0JuRRnzWfw,0,0,1,1,0
USSEN/NH BROWN INDEPENDENCE,cgwWljY4YcI,1,0,1,1,0
USSEN/NH BROWN INDEPENDENT,VIfUcw65G1g,1,0,1,0,0
USSEN/NH BROWN KEEP AMERICA SAFE,sM6iFb2yJbI,0,1,1,0,1
USSEN/NH BROWN MAKING ENDS MEET 15,cXrf295CXg4,1,1,0,0,1
USSEN/NH BROWN MAKING ENDS MEET ENERGY TAX 15,Nu0Ou8i0qhY,1,1,0,0,1
USSEN/NH BROWN PROTECTING AMERICA'S FREEDOM,jLEclXiQ_ks,1,0,1,1,0
USSEN/NH BROWN ROLL CALL 15,0e6Ot6qDkPs,1,1,0,0,1
USSEN/NH BROWN SECURE BORDERS,WQi4WBSc-hk,1,1,0,1,1
USSEN/NH BROWN SHAHEEN'S SMEAR,jvrDKLw9PyE,0,0,1,1,0
USSEN/NH BROWN&NRSC LEEANN,9gc_67f2w8U,0,0,1,1,0
USSEN/NH BROWN&NRSC LEEANN 60,wNCfa3f03FU,1,0,1,1,0
USSEN/NH SHAHEEN BATTLING,7ONzIzXzQZs,1,0,1,0,0
USSEN/NH SHAHEEN BREAKTHROUGH,pOMd9BHey-A,1,0,1,0,0
USSEN/NH SHAHEEN CARED,PwzZCdWhTXQ,1,0,1,1,1
USSEN/NH SHAHEEN FOR YOU,S-VrSszsTL0,1,0,1,0,0
USSEN/NH SHAHEEN FORCED,q8na2LUlymY,0,0,1,0,1
USSEN/NH SHAHEEN GRANITE STATE,jwDJRvoNrdo,0,0,1,0,0
USSEN/NH SHAHEEN KIDS,Kn_MynC-Kso,1,0,1,1,0
USSEN/NH SHAHEEN MAKES A DIFFERENCE,je3b7C1bUQo,1,0,1,0,0
USSEN/NH SHAHEEN NATIONAL SECURITY,NBxOzgYpGA4,1,0,1,0,0
USSEN/NH SHAHEEN NOT HOW HE VOTES,JtI9pOHK5rI,1,0,0,1,1
USSEN/NH SHAHEEN OPEN,0m7ND7Ep53E,1,0,1,1,0
USSEN/NH SHAHEEN PROFITABLE,1mroNmJWvr8,1,1,0,0,1
USSEN/NH SHAHEEN PROOF,hnYnnnsNEC0,1,1,1,0,1
USSEN/NH SHAHEEN STEEL,rWSLytnNi6c,1,0,1,0,0
USSEN/NH SHAHEEN STUDENT DEBT,z91iKJhsDKc,1,0,1,0,0
USSEN/NH SHAHEEN&NHDP THERE'S A CLEAR CHOICE,UTK0-RC-B6U,1,0,1,0,0
USSEN/NJ MENENDEZ ALL ABOUT FAMILY,5NpDhOINxuo,0,0,1,1,0
USSEN/NJ MENENDEZ EDUCATION SPENDING,ODk2fE8TTeU,1,0,1,0,0
USSEN/NJ MENENDEZ MIDDLE CLASS UNDER ATTACK,OfjfJSjkWIY,1,0,1,0,0
USSEN/NJ MENENDEZ REBUILD THE MIDDLE CLASS,G29LU2TN0SU,1,0,1,0,0
USSEN/NJ MENENDEZ THIS IS WHO I AM,BM9WeKIPhZo,0,0,1,0,0
USSEN/NM HEINRICH 14 YEARS AGO,tH2uY5dhrd4,1,1,0,1,1
USSEN/NM HEINRICH A LONG TIME,U6FBcByIc5o,1,1,0,1,1
USSEN/NM HEINRICH DIRECTION,5d5d4YsBTM4,1,1,0,0,1
USSEN/NM HEINRICH HERE THEY COME,ujtQKUURbrI,1,1,0,0,1
USSEN/NM HEINRICH LIVING WITH DIGNITY,mcLPWrOCVrM,1,0,0,1,0
USSEN/NM HEINRICH MILITARY FAMILIES,O9-3M1Lwzfs,1,0,1,0,0
USSEN/NM HEINRICH PRIORITIES,fka_UisLg0I,0,1,1,0,1
USSEN/NM HEINRICH STRUGGLING TO GET BY,8NIJ1LRCvsU,1,0,1,1,0
USSEN/NM HEINRICH TO DO LIST,Yjd-0191xs4,1,0,1,1,0
USSEN/NM HEINRICH TOP 5 WAYS,x4JCQjMS2s8,1,0,1,0,0
USSEN/NM HEINRICH VALUES & PRIORITIES,8o0oDEMmI9Q,1,0,1,0,0
USSEN/NM NMDP&HEINRICH LEVEL PLAYING FIELD,RL2_jeNkVLQ,0,0,1,0,0
USSEN/NM UDALL BEST PART,JG8C_9yLHvw,1,0,1,1,0
USSEN/NM UDALL DOESN'T FLY,jCdN-QrxVdw,1,0,1,0,0
USSEN/NM UDALL GOOD MAN,uMI7CFKhr2I,1,0,0,1,1
USSEN/NM UDALL SCARY IDEA,_foJB3KQbZ8,0,0,0,1,1
USSEN/NM UDALL SO WHAT,ckbCql-yDI8,1,0,0,1,1
USSEN/NM UDALL VOIDED,VrixJTUCaEM,1,1,0,0,1
USSEN/NM UDALL WHAT KIND OF SENATOR,BD8kyolrc78,1,1,0,1,1
USSEN/NM WEH BECKY'S STORY,dk34KntxfWM,1,0,1,1,0
